Entity,Code,Day,people_vaccinated,145608-annotations
Iceland,ISL,2021-06-29,258983,
Iceland,ISL,2021-06-30,259385,
Iceland,ISL,2021-07-01,259885,
Iceland,ISL,2021-07-02,262051,
Iceland,ISL,2021-07-07,262490,
Iceland,ISL,2021-07-08,264783,
Iceland,ISL,2021-07-09,264849,
Iceland,ISL,2021-07-14,266949,
Iceland,ISL,2021-07-15,267154,
Iceland,ISL,2021-07-23,267830,
Iceland,ISL,2021-07-30,269095,
Iceland,ISL,2021-08-04,270701,
Iceland,ISL,2021-08-06,275173,
Iceland,ISL,2021-08-25,277766,
Iceland,ISL,2021-08-26,278928,
Iceland,ISL,2021-08-27,279121,
Iceland,ISL,2021-08-31,279365,
India,IND,2021-01-15,0,
India,IND,2021-01-16,191181,
India,IND,2021-01-17,224301,
India,IND,2021-01-18,454049,
India,IND,2021-01-19,674835,
India,IND,2021-01-20,806484,
India,IND,2021-01-21,1043534,
India,IND,2021-01-22,1390592,
India,IND,2021-01-23,1582201,
India,IND,2021-01-24,1615504,
India,IND,2021-01-25,2023809,
India,IND,2021-01-26,2029480,
India,IND,2021-01-27,2355979,
India,IND,2021-01-28,2928053,
India,IND,2021-01-29,3500027,
India,IND,2021-01-30,3744334,
India,IND,2021-01-31,3758843,
India,IND,2021-02-01,3950156,
India,IND,2021-02-02,4138918,
India,IND,2021-02-03,4449552,
India,IND,2021-02-04,4959445,
India,IND,2021-02-05,5416849,
India,IND,2021-02-06,5775322,
India,IND,2021-02-07,5812362,
India,IND,2021-02-08,6259008,
India,IND,2021-02-09,6611561,
India,IND,2021-02-10,7017114,
India,IND,2021-02-11,7505010,
India,IND,2021-02-12,7967647,
India,IND,2021-02-13,8044786,
India,IND,2021-02-15,8418653,
India,IND,2021-02-16,8641002,
India,IND,2021-02-17,8844641,
India,IND,2021-02-18,9381591,
India,IND,2021-02-19,9693000,
India,IND,2021-02-20,9964383,
India,IND,2021-02-21,10124531,
India,IND,2021-02-22,10308552,
India,IND,2021-02-23,10585757,
India,IND,2021-02-24,10884879,
India,IND,2021-02-25,11206188,
India,IND,2021-02-26,11552857,
India,IND,2021-02-27,11788669,
India,IND,2021-02-28,11845075,
India,IND,2021-03-01,12256337,
India,IND,2021-03-02,12906771,
India,IND,2021-03-03,13739121,
India,IND,2021-03-04,14796835,
India,IND,2021-03-05,15996683,
India,IND,2021-03-06,17168303,
India,IND,2021-03-07,17227903,
India,IND,2021-03-08,18943283,
India,IND,2021-03-09,20004227,
India,IND,2021-03-10,21034481,
India,IND,2021-03-11,21435841,
India,IND,2021-03-12,23075504,
India,IND,2021-03-13,24307635,
India,IND,2021-03-14,24452385,
India,IND,2021-03-15,27079484,
India,IND,2021-03-16,28862037,
India,IND,2021-03-17,30600787,
India,IND,2021-03-18,32426230,
India,IND,2021-03-19,34842030,
India,IND,2021-03-20,37125187,
India,IND,2021-03-21,37574302,
India,IND,2021-03-22,40631153,
India,IND,2021-03-23,42731952,
India,IND,2021-03-24,44846538,
India,IND,2021-03-25,47001472,
India,IND,2021-03-26,49426618,
India,IND,2021-03-27,51441436,
India,IND,2021-03-28,51660234,
India,IND,2021-03-29,52211398,
India,IND,2021-03-30,53989035,
India,IND,2021-03-31,55783201,
India,IND,2021-04-01,59148798,
India,IND,2021-04-02,63081589,
India,IND,2021-04-03,65739470,
India,IND,2021-04-04,68678838,
India,IND,2021-04-05,72277309,
India,IND,2021-04-06,75937015,
India,IND,2021-04-07,78763027,
India,IND,2021-04-08,82456522,
India,IND,2021-04-09,85763852,
India,IND,2021-04-10,88885961,
India,IND,2021-04-11,91587400,
India,IND,2021-04-12,95043039,
India,IND,2021-04-13,97301914,
India,IND,2021-04-14,100179199,
India,IND,2021-04-15,102349255,
India,IND,2021-04-16,104408484,
India,IND,2021-04-17,106431076,
India,IND,2021-04-18,107371770,
India,IND,2021-04-19,109659181,
India,IND,2021-04-21,111673361,
India,IND,2021-04-22,113584269,
India,IND,2021-04-25,117795008,
India,IND,2021-04-26,119886252,
India,IND,2021-04-27,121263287,
India,IND,2021-04-28,122538179,
India,IND,2021-04-29,123811908,
India,IND,2021-04-30,125376952,
India,IND,2021-05-01,126328970,
India,IND,2021-05-02,126704151,
India,IND,2021-05-03,127696675,
India,IND,2021-05-04,128627919,
India,IND,2021-05-05,129730641,
India,IND,2021-05-06,131058890,
India,IND,2021-05-07,132294827,
India,IND,2021-05-08,133366482,
India,IND,2021-05-09,133854676,
India,IND,2021-05-10,135192013,
India,IND,2021-05-11,136557345,
India,IND,2021-05-12,137805245,
India,IND,2021-05-13,139087590,
India,IND,2021-05-14,139861462,
India,IND,2021-05-15,141132112,
India,IND,2021-05-16,141764335,
India,IND,2021-05-17,143090218,
India,IND,2021-05-18,144270200,
India,IND,2021-05-19,145333606,
India,IND,2021-05-20,146624652,
India,IND,2021-05-22,149219616,
India,IND,2021-05-23,150033188,
India,IND,2021-05-24,152301505,
India,IND,2021-05-25,153511379,
India,IND,2021-05-26,156189641,
India,IND,2021-05-27,158783606,
India,IND,2021-05-28,160605562,
India,IND,2021-05-29,164158704,
India,IND,2021-05-30,165598013,
India,IND,2021-05-31,167191085,
India,IND,2021-06-01,169585180,
India,IND,2021-06-02,171866824,
India,IND,2021-06-03,174296917,
India,IND,2021-06-04,179172948,
India,IND,2021-06-05,180972102,
India,IND,2021-06-06,183275704,
India,IND,2021-06-07,185501579,
India,IND,2021-06-08,188363894,
India,IND,2021-06-09,191222380,
India,IND,2021-06-10,194325996,
India,IND,2021-06-11,197415653,
India,IND,2021-06-12,199655293,
India,IND,2021-06-13,202572835,
India,IND,2021-06-14,205571046,
India,IND,2021-06-15,207830971,
India,IND,2021-06-16,210442950,
India,IND,2021-06-17,214553189,
India,IND,2021-06-18,217542993,
India,IND,2021-06-19,221493259,
India,IND,2021-06-20,224541283,
India,IND,2021-06-21,232744813,
India,IND,2021-06-22,238586187,
India,IND,2021-06-23,241720520,
India,IND,2021-06-24,247652194,
India,IND,2021-06-25,253359907,
India,IND,2021-06-26,260253182,
India,IND,2021-06-27,262916313,
India,IND,2021-06-28,265545768,
India,IND,2021-06-29,270178001,
India,IND,2021-06-30,271410023,
India,IND,2021-07-01,275693081,
India,IND,2021-07-02,276339011,
India,IND,2021-07-03,282231365,
India,IND,2021-07-04,284455266,
India,IND,2021-07-05,286751758,
India,IND,2021-07-06,288782557,
India,IND,2021-07-07,291184757,
India,IND,2021-07-08,298678913,
India,IND,2021-07-10,303171498,
India,IND,2021-07-11,304018852,
India,IND,2021-07-12,306612781,
India,IND,2021-07-13,311387539,
India,IND,2021-07-14,313529502,
India,IND,2021-07-15,316116189,
India,IND,2021-07-16,318665226,
India,IND,2021-07-17,321893762,
India,IND,2021-07-19,326392783,
India,IND,2021-07-20,328716212,
India,IND,2021-07-21,330259212,
India,IND,2021-07-22,333945151,
India,IND,2021-07-23,336819816,
India,IND,2021-07-24,340387695,
India,IND,2021-07-25,341802707,
India,IND,2021-07-26,346516149,
India,IND,2021-07-27,349324061,
India,IND,2021-07-28,352545271,
India,IND,2021-07-29,356140739,
India,IND,2021-07-30,359820313,
India,IND,2021-08-01,367994586,
India,IND,2021-08-03,378090597,
India,IND,2021-08-04,381126275,
India,IND,2021-08-05,385631050,
India,IND,2021-08-06,390041560,
India,IND,2021-08-07,394378151,
India,IND,2021-08-08,395667593,
India,IND,2021-08-09,400158057,
India,IND,2021-08-10,403596088,
India,IND,2021-08-11,406980329,
India,IND,2021-08-13,416846115,
India,IND,2021-08-14,422575401,
India,IND,2021-08-16,428681772,
India,IND,2021-08-17,433454974,
India,IND,2021-08-18,437698591,
India,IND,2021-08-19,441116044,
India,IND,2021-08-20,446102199,
India,IND,2021-08-21,448292884,
India,IND,2021-08-22,451186857,
India,IND,2021-08-23,452207578,
India,IND,2021-08-24,456880623,
India,IND,2021-08-25,463341344,
India,IND,2021-08-26,468130627,
India,IND,2021-08-27,476059071,
India,IND,2021-08-28,483512657,
India,IND,2021-08-29,488153607,
India,IND,2021-08-30,493077195,
India,IND,2021-08-31,497002083,
Indonesia,IDN,2021-01-12,0,
Indonesia,IDN,2021-01-22,132000,
Indonesia,IDN,2021-01-24,149242,
Indonesia,IDN,2021-01-25,161959,
Indonesia,IDN,2021-01-26,245685,
Indonesia,IDN,2021-01-27,308003,
Indonesia,IDN,2021-01-28,368318,
Indonesia,IDN,2021-01-29,405012,
Indonesia,IDN,2021-01-30,482145,
Indonesia,IDN,2021-01-31,493133,
Indonesia,IDN,2021-02-01,539532,
Indonesia,IDN,2021-02-02,596260,
Indonesia,IDN,2021-02-03,646026,
Indonesia,IDN,2021-02-04,700266,
Indonesia,IDN,2021-02-05,744884,
Indonesia,IDN,2021-02-06,777096,
Indonesia,IDN,2021-02-07,784318,
Indonesia,IDN,2021-02-08,814585,
Indonesia,IDN,2021-02-09,845407,
Indonesia,IDN,2021-02-10,969546,
Indonesia,IDN,2021-02-11,1017186,
Indonesia,IDN,2021-02-13,1060326,
Indonesia,IDN,2021-02-14,1068747,
Indonesia,IDN,2021-02-15,1096095,
Indonesia,IDN,2021-02-16,1120963,
Indonesia,IDN,2021-02-17,1149939,
Indonesia,IDN,2021-02-18,1164144,
Indonesia,IDN,2021-02-20,1224091,
Indonesia,IDN,2021-02-23,1269905,
Indonesia,IDN,2021-02-24,1363138,
Indonesia,IDN,2021-02-25,1461920,
Indonesia,IDN,2021-02-26,1583581,
Indonesia,IDN,2021-02-27,1616165,
Indonesia,IDN,2021-02-28,1691724,
Indonesia,IDN,2021-03-02,1968057,
Indonesia,IDN,2021-03-03,2286123,
Indonesia,IDN,2021-03-05,2413615,
Indonesia,IDN,2021-03-07,2888757,
Indonesia,IDN,2021-03-10,3574698,
Indonesia,IDN,2021-03-11,3696059,
Indonesia,IDN,2021-03-12,3769174,
Indonesia,IDN,2021-03-13,3985596,
Indonesia,IDN,2021-03-14,4020124,
Indonesia,IDN,2021-03-15,4166862,
Indonesia,IDN,2021-03-16,4468951,
Indonesia,IDN,2021-03-17,4705248,
Indonesia,IDN,2021-03-18,4838752,
Indonesia,IDN,2021-03-19,5124948,
Indonesia,IDN,2021-03-20,5533379,
Indonesia,IDN,2021-03-21,5567280,
Indonesia,IDN,2021-03-22,5732210,
Indonesia,IDN,2021-03-23,6389837,
Indonesia,IDN,2021-03-25,6730456,
Indonesia,IDN,2021-03-26,7179014,
Indonesia,IDN,2021-03-27,7190663,
Indonesia,IDN,2021-03-28,7435851,
Indonesia,IDN,2021-03-31,8010163,
Indonesia,IDN,2021-04-01,8371577,
Indonesia,IDN,2021-04-02,8424729,
Indonesia,IDN,2021-04-04,8634321,
Indonesia,IDN,2021-04-06,9021106,
Indonesia,IDN,2021-04-08,9374089,
Indonesia,IDN,2021-04-10,10002901,
Indonesia,IDN,2021-04-12,10280073,
Indonesia,IDN,2021-04-13,10377734,
Indonesia,IDN,2021-04-14,10457337,
Indonesia,IDN,2021-04-15,10781266,
Indonesia,IDN,2021-04-17,10801563,
Indonesia,IDN,2021-04-19,10972343,
Indonesia,IDN,2021-04-20,11116253,
Indonesia,IDN,2021-04-21,11302294,
Indonesia,IDN,2021-04-22,11432711,
Indonesia,IDN,2021-04-23,11623251,
Indonesia,IDN,2021-04-25,11741559,
Indonesia,IDN,2021-04-26,11844579,
Indonesia,IDN,2021-04-27,12015912,
Indonesia,IDN,2021-04-28,12150377,
Indonesia,IDN,2021-04-29,12306755,
Indonesia,IDN,2021-04-30,12422253,
Indonesia,IDN,2021-05-02,12469406,
Indonesia,IDN,2021-05-04,12699568,
Indonesia,IDN,2021-05-06,13028699,
Indonesia,IDN,2021-05-07,13180814,
Indonesia,IDN,2021-05-09,13349469,
Indonesia,IDN,2021-05-11,13647777,
Indonesia,IDN,2021-05-13,13697256,
Indonesia,IDN,2021-05-14,13700389,
Indonesia,IDN,2021-05-16,13745160,
Indonesia,IDN,2021-05-17,13828102,
Indonesia,IDN,2021-05-18,13985952,
Indonesia,IDN,2021-05-20,14452878,
Indonesia,IDN,2021-05-21,14685236,
Indonesia,IDN,2021-05-23,14909734,
Indonesia,IDN,2021-05-24,14919592,
Indonesia,IDN,2021-05-25,15546158,
Indonesia,IDN,2021-05-30,16304700,
Indonesia,IDN,2021-05-31,16413672,
Indonesia,IDN,2021-06-01,16594581,
Indonesia,IDN,2021-06-02,16766263,
Indonesia,IDN,2021-06-03,17042850,
Indonesia,IDN,2021-06-04,17416321,
Indonesia,IDN,2021-06-05,17581464,
Indonesia,IDN,2021-06-06,17643603,
Indonesia,IDN,2021-06-07,17775918,
Indonesia,IDN,2021-06-08,18260482,
Indonesia,IDN,2021-06-09,18718769,
Indonesia,IDN,2021-06-10,19211433,
Indonesia,IDN,2021-06-11,19669968,
Indonesia,IDN,2021-06-12,20044187,
Indonesia,IDN,2021-06-13,20158937,
Indonesia,IDN,2021-06-14,20424048,
Indonesia,IDN,2021-06-15,20904723,
Indonesia,IDN,2021-06-16,21448774,
Indonesia,IDN,2021-06-17,21999256,
Indonesia,IDN,2021-06-18,22455167,
Indonesia,IDN,2021-06-19,22873342,
Indonesia,IDN,2021-06-20,23043372,
Indonesia,IDN,2021-06-21,23530219,
Indonesia,IDN,2021-06-22,23998166,
Indonesia,IDN,2021-06-23,24358856,
Indonesia,IDN,2021-06-24,24929442,
Indonesia,IDN,2021-06-25,25482036,
Indonesia,IDN,2021-06-26,26032131,
Indonesia,IDN,2021-06-27,27200222,
Indonesia,IDN,2021-06-28,27419898,
Indonesia,IDN,2021-06-29,28671106,
Indonesia,IDN,2021-06-30,29279142,
Indonesia,IDN,2021-07-01,30483730,
Indonesia,IDN,2021-07-02,30891821,
Indonesia,IDN,2021-07-03,31573240,
Indonesia,IDN,2021-07-04,32063745,
Indonesia,IDN,2021-07-05,32302268,
Indonesia,IDN,2021-07-06,33176029,
Indonesia,IDN,2021-07-07,34039797,
Indonesia,IDN,2021-07-08,34860686,
Indonesia,IDN,2021-07-09,35775567,
Indonesia,IDN,2021-07-10,36193076,
Indonesia,IDN,2021-07-11,36267019,
Indonesia,IDN,2021-07-12,36368191,
Indonesia,IDN,2021-07-13,36395019,
Indonesia,IDN,2021-07-14,38909433,
Indonesia,IDN,2021-07-15,39943004,
Indonesia,IDN,2021-07-16,40912440,
Indonesia,IDN,2021-07-17,41268627,
Indonesia,IDN,2021-07-18,41673464,
Indonesia,IDN,2021-07-19,42095531,
Indonesia,IDN,2021-07-20,42360779,
Indonesia,IDN,2021-07-21,42611602,
Indonesia,IDN,2021-07-22,43471431,
Indonesia,IDN,2021-07-23,43932287,
Indonesia,IDN,2021-07-24,44107926,
Indonesia,IDN,2021-07-25,44469974,
Indonesia,IDN,2021-07-26,44728320,
Indonesia,IDN,2021-07-27,45278549,
Indonesia,IDN,2021-07-28,45734912,
Indonesia,IDN,2021-07-29,46289942,
Indonesia,IDN,2021-07-30,46805993,
Indonesia,IDN,2021-07-31,47226514,
Indonesia,IDN,2021-08-01,47478168,
Indonesia,IDN,2021-08-02,47686483,
Indonesia,IDN,2021-08-03,48106208,
Indonesia,IDN,2021-08-04,48494768,
Indonesia,IDN,2021-08-05,48834123,
Indonesia,IDN,2021-08-06,49391058,
Indonesia,IDN,2021-08-07,49801823,
Indonesia,IDN,2021-08-08,50497940,
Indonesia,IDN,2021-08-09,51181322,
Indonesia,IDN,2021-08-10,51759158,
Indonesia,IDN,2021-08-11,52373483,
Indonesia,IDN,2021-08-12,52615930,
Indonesia,IDN,2021-08-15,53573831,
Indonesia,IDN,2021-08-16,54382680,
Indonesia,IDN,2021-08-17,54982550,
Indonesia,IDN,2021-08-18,55192494,
Indonesia,IDN,2021-08-19,56045931,
Indonesia,IDN,2021-08-20,56504055,
Indonesia,IDN,2021-08-21,56986150,
Indonesia,IDN,2021-08-22,57339307,
Indonesia,IDN,2021-08-23,57779716,
Indonesia,IDN,2021-08-24,58468810,
Indonesia,IDN,2021-08-25,59011333,
Indonesia,IDN,2021-08-26,59426934,
Indonesia,IDN,2021-08-27,60435555,
Indonesia,IDN,2021-08-28,61222258,
Indonesia,IDN,2021-08-29,61654676,
Indonesia,IDN,2021-08-30,62624397,
Indonesia,IDN,2021-08-31,63111288,
Iran,IRN,2021-02-08,0,
Iran,IRN,2021-02-09,3000,
Iran,IRN,2021-02-17,10000,
Iran,IRN,2021-03-19,124193,
Iran,IRN,2021-04-14,361951,
Iran,IRN,2021-04-19,416084,
Iran,IRN,2021-04-20,480646,
Iran,IRN,2021-04-22,518904,
Iran,IRN,2021-04-28,744914,
Iran,IRN,2021-04-29,798465,
Iran,IRN,2021-04-30,858296,
Iran,IRN,2021-05-04,1083138,
Iran,IRN,2021-05-07,1231652,
Iran,IRN,2021-05-10,1475436,
Iran,IRN,2021-05-17,1979167,
Iran,IRN,2021-05-24,2738504,
Iran,IRN,2021-06-08,3915783,
Iran,IRN,2021-06-14,3984095,
Iran,IRN,2021-06-21,4013642,
Iran,IRN,2021-06-29,4076904,
Iran,IRN,2021-07-13,4390342,
Iran,IRN,2021-07-19,5866316,
Iran,IRN,2021-07-26,7741936,
Iran,IRN,2021-08-02,9615913,
Iran,IRN,2021-08-09,13061640,
Iran,IRN,2021-08-16,15513459,
Iran,IRN,2021-08-24,16986882,
Iran,IRN,2021-08-29,18261245,
Iraq,IRQ,2021-03-01,0,
Iraq,IRQ,2021-03-29,26727,
Iraq,IRQ,2021-04-04,93021,
Iraq,IRQ,2021-04-05,103006,
Iraq,IRQ,2021-04-12,152962,
Iraq,IRQ,2021-04-16,197914,
Iraq,IRQ,2021-04-23,298377,
Iraq,IRQ,2021-06-08,447321,
Iraq,IRQ,2021-06-14,494524,
Iraq,IRQ,2021-06-20,548696,
Iraq,IRQ,2021-07-05,699325,
Iraq,IRQ,2021-07-11,826007,
Ireland,IRL,2021-01-27,147700,
Ireland,IRL,2021-01-31,150500,
Ireland,IRL,2021-02-05,151212,
Ireland,IRL,2021-02-07,153654,
Ireland,IRL,2021-02-08,154900,
Ireland,IRL,2021-02-09,158904,
Ireland,IRL,2021-02-10,166863,
Ireland,IRL,2021-02-11,171239,
Ireland,IRL,2021-02-12,175238,
Ireland,IRL,2021-02-13,176926,
Ireland,IRL,2021-02-14,180192,
Ireland,IRL,2021-02-15,182193,
Ireland,IRL,2021-02-16,187893,
Ireland,IRL,2021-02-17,197609,
Ireland,IRL,2021-02-18,205955,
Ireland,IRL,2021-02-19,214384,
Ireland,IRL,2021-02-20,219899,
Ireland,IRL,2021-02-21,222073,
Ireland,IRL,2021-02-22,226291,
Ireland,IRL,2021-02-23,238841,
Ireland,IRL,2021-02-24,254948,
Ireland,IRL,2021-02-25,271594,
Ireland,IRL,2021-02-26,285780,
Ireland,IRL,2021-02-27,294550,
Ireland,IRL,2021-02-28,297899,
Ireland,IRL,2021-03-01,303550,
Ireland,IRL,2021-03-02,316056,
Ireland,IRL,2021-03-04,346256,
Ireland,IRL,2021-03-05,363601,
Ireland,IRL,2021-03-06,373149,
Ireland,IRL,2021-03-07,375521,
Ireland,IRL,2021-03-08,382528,
Ireland,IRL,2021-03-09,396089,
Ireland,IRL,2021-03-10,409662,
Ireland,IRL,2021-03-11,426819,
Ireland,IRL,2021-03-12,443092,
Ireland,IRL,2021-03-13,451589,
Ireland,IRL,2021-03-14,452554,
Ireland,IRL,2021-03-15,455182,
Ireland,IRL,2021-03-16,463500,
Ireland,IRL,2021-03-17,468328,
Ireland,IRL,2021-03-18,478725,
Ireland,IRL,2021-03-19,487466,
Ireland,IRL,2021-03-20,492106,
Ireland,IRL,2021-03-21,495824,
Ireland,IRL,2021-03-22,503796,
Ireland,IRL,2021-03-23,515800,
Ireland,IRL,2021-03-24,529984,
Ireland,IRL,2021-03-25,548945,
Ireland,IRL,2021-03-26,567023,
Ireland,IRL,2021-03-27,577641,
Ireland,IRL,2021-03-28,580857,
Ireland,IRL,2021-03-29,590688,
Ireland,IRL,2021-03-30,603802,
Ireland,IRL,2021-03-31,619003,
Ireland,IRL,2021-04-01,636963,
Ireland,IRL,2021-04-02,655292,
Ireland,IRL,2021-04-03,660800,
Ireland,IRL,2021-04-05,667182,
Ireland,IRL,2021-04-06,679844,
Ireland,IRL,2021-04-07,716636,
Ireland,IRL,2021-04-09,735997,
Ireland,IRL,2021-04-11,749450,
Ireland,IRL,2021-04-12,758763,
Ireland,IRL,2021-04-13,769721,
Ireland,IRL,2021-04-14,789526,
Ireland,IRL,2021-04-16,838644,
Ireland,IRL,2021-04-17,852189,
Ireland,IRL,2021-04-18,855512,
Ireland,IRL,2021-04-20,878823,
Ireland,IRL,2021-04-21,904774,
Ireland,IRL,2021-04-22,934980,
Ireland,IRL,2021-04-23,966611,
Ireland,IRL,2021-04-24,987681,
Ireland,IRL,2021-04-25,998134,
Ireland,IRL,2021-04-26,1014640,
Ireland,IRL,2021-04-27,1041284,
Ireland,IRL,2021-04-28,1067378,
Ireland,IRL,2021-04-30,1130958,
Ireland,IRL,2021-05-01,1146562,
Ireland,IRL,2021-05-02,1159083,
Ireland,IRL,2021-05-03,1174292,
Ireland,IRL,2021-05-04,1201373,
Ireland,IRL,2021-05-06,1267167,
Ireland,IRL,2021-05-07,1305178,
Ireland,IRL,2021-05-08,1327821,
Ireland,IRL,2021-05-09,1347561,
Ireland,IRL,2021-05-10,1376583,
Ireland,IRL,2021-05-11,1408655,
Ireland,IRL,2021-05-23,1734234,
Ireland,IRL,2021-05-30,1760642,
Ireland,IRL,2021-06-09,2100000,
Ireland,IRL,2021-06-13,2217448,
Ireland,IRL,2021-06-20,2349219,
Ireland,IRL,2021-06-27,2464080,
Ireland,IRL,2021-07-04,2654283,
Ireland,IRL,2021-07-05,2672005,
Ireland,IRL,2021-07-06,2685624,
Ireland,IRL,2021-07-07,2706335,
Ireland,IRL,2021-07-09,2737301,
Ireland,IRL,2021-07-10,2745931,
Ireland,IRL,2021-07-11,2761065,
Ireland,IRL,2021-07-12,2779564,
Ireland,IRL,2021-07-13,2800313,
Ireland,IRL,2021-07-14,2822618,
Ireland,IRL,2021-07-15,2900560,
Ireland,IRL,2021-07-21,3026154,
Ireland,IRL,2021-07-22,3084093,
Ireland,IRL,2021-07-23,3119312,
Ireland,IRL,2021-07-25,3148266,
Ireland,IRL,2021-07-27,3218343,
Ireland,IRL,2021-07-28,3248996,
Ireland,IRL,2021-07-30,3292726,
Ireland,IRL,2021-07-31,3307341,
Ireland,IRL,2021-08-01,3319049,
Ireland,IRL,2021-08-02,3334752,
Ireland,IRL,2021-08-03,3353969,
Ireland,IRL,2021-08-04,3379110,
Ireland,IRL,2021-08-05,3394945,
Ireland,IRL,2021-08-07,3416376,
Ireland,IRL,2021-08-08,3425121,
Ireland,IRL,2021-08-09,3436543,
Ireland,IRL,2021-08-10,3447303,
Ireland,IRL,2021-08-11,3458335,
Ireland,IRL,2021-08-12,3468729,
Ireland,IRL,2021-08-13,3479514,
Ireland,IRL,2021-08-14,3498072,
Ireland,IRL,2021-08-15,3515184,
Ireland,IRL,2021-08-17,3543634,
Ireland,IRL,2021-08-18,3559460,
Ireland,IRL,2021-08-19,3571239,
Ireland,IRL,2021-08-20,3586658,
Ireland,IRL,2021-08-21,3598868,
Ireland,IRL,2021-08-22,3607097,
Ireland,IRL,2021-08-23,3618805,
Ireland,IRL,2021-08-24,3629205,
Ireland,IRL,2021-08-25,3639176,
Ireland,IRL,2021-08-26,3649203,
Ireland,IRL,2021-08-27,3659200,
Ireland,IRL,2021-08-29,3678537,
Ireland,IRL,2021-08-30,3683944,
Isle of Man,IMN,2021-01-25,3897,
Isle of Man,IMN,2021-01-26,4247,
Isle of Man,IMN,2021-01-29,5829,
Isle of Man,IMN,2021-02-02,6883,
Isle of Man,IMN,2021-02-03,7387,
Isle of Man,IMN,2021-02-04,8030,
Isle of Man,IMN,2021-02-05,8041,
Isle of Man,IMN,2021-02-06,8669,
Isle of Man,IMN,2021-02-07,9063,
Isle of Man,IMN,2021-02-08,9466,
Isle of Man,IMN,2021-02-09,9469,
Isle of Man,IMN,2021-02-10,9485,
Isle of Man,IMN,2021-02-13,10170,
Isle of Man,IMN,2021-02-14,10405,
Isle of Man,IMN,2021-02-16,10678,
Isle of Man,IMN,2021-02-17,10949,
Isle of Man,IMN,2021-02-18,11184,
Isle of Man,IMN,2021-02-19,12467,
Isle of Man,IMN,2021-02-20,12468,
Isle of Man,IMN,2021-02-22,13075,
Isle of Man,IMN,2021-02-23,13077,
Isle of Man,IMN,2021-02-24,13122,
Isle of Man,IMN,2021-02-25,13286,
Isle of Man,IMN,2021-02-26,13600,
Isle of Man,IMN,2021-02-27,13883,
Isle of Man,IMN,2021-02-28,14123,
Isle of Man,IMN,2021-03-01,14316,
Isle of Man,IMN,2021-03-02,15084,
Isle of Man,IMN,2021-03-03,15719,
Isle of Man,IMN,2021-03-04,15727,
Isle of Man,IMN,2021-03-05,15792,
Isle of Man,IMN,2021-03-06,15824,
Isle of Man,IMN,2021-03-07,15832,
Isle of Man,IMN,2021-03-08,15833,
Isle of Man,IMN,2021-03-09,16910,
Isle of Man,IMN,2021-03-10,18043,
Isle of Man,IMN,2021-03-11,19138,
Isle of Man,IMN,2021-03-12,19885,
Isle of Man,IMN,2021-03-13,19926,
Isle of Man,IMN,2021-03-14,20690,
Isle of Man,IMN,2021-03-15,21405,
Isle of Man,IMN,2021-03-16,21995,
Isle of Man,IMN,2021-03-18,21996,
Isle of Man,IMN,2021-03-27,32286,
Isle of Man,IMN,2021-03-30,34480,
Isle of Man,IMN,2021-03-31,35115,
Isle of Man,IMN,2021-04-01,36290,
Isle of Man,IMN,2021-04-02,37491,
Isle of Man,IMN,2021-04-03,38727,
Isle of Man,IMN,2021-04-04,39132,
Isle of Man,IMN,2021-04-05,39575,
Isle of Man,IMN,2021-04-06,40692,
Isle of Man,IMN,2021-04-07,41846,
Isle of Man,IMN,2021-04-08,43094,
Isle of Man,IMN,2021-04-09,44343,
Isle of Man,IMN,2021-04-10,45462,
Isle of Man,IMN,2021-04-11,45855,
Isle of Man,IMN,2021-04-12,46245,
Isle of Man,IMN,2021-04-13,47438,
Isle of Man,IMN,2021-04-14,48021,
Isle of Man,IMN,2021-04-15,48205,
Isle of Man,IMN,2021-04-16,48625,
Isle of Man,IMN,2021-04-17,49004,
Isle of Man,IMN,2021-04-18,49608,
Isle of Man,IMN,2021-04-19,50191,
Isle of Man,IMN,2021-04-20,50923,
Isle of Man,IMN,2021-04-21,51585,
Isle of Man,IMN,2021-04-22,52407,
Isle of Man,IMN,2021-04-23,52864,
Isle of Man,IMN,2021-04-25,54002,
Isle of Man,IMN,2021-04-26,54555,
Isle of Man,IMN,2021-04-27,55110,
Isle of Man,IMN,2021-04-28,55945,
Isle of Man,IMN,2021-04-29,56844,
Isle of Man,IMN,2021-05-01,56849,
Isle of Man,IMN,2021-05-03,56896,
Isle of Man,IMN,2021-05-04,57681,
Isle of Man,IMN,2021-05-06,59217,
Isle of Man,IMN,2021-05-08,59238,
Isle of Man,IMN,2021-05-09,59932,
Isle of Man,IMN,2021-05-11,60512,
Isle of Man,IMN,2021-05-12,61081,
Isle of Man,IMN,2021-05-18,61120,
Isle of Man,IMN,2021-05-19,61145,
Isle of Man,IMN,2021-05-20,61170,
Isle of Man,IMN,2021-05-21,61184,
Isle of Man,IMN,2021-05-22,61195,
Isle of Man,IMN,2021-05-23,61214,
Isle of Man,IMN,2021-05-24,61243,
Isle of Man,IMN,2021-05-25,61271,
Isle of Man,IMN,2021-05-26,61282,
Isle of Man,IMN,2021-05-27,61306,
Isle of Man,IMN,2021-05-28,61312,
Isle of Man,IMN,2021-05-29,61315,
Isle of Man,IMN,2021-06-03,61315,
Isle of Man,IMN,2021-06-09,61317,
Isle of Man,IMN,2021-06-14,62162,
Isle of Man,IMN,2021-06-15,62400,
