Entity,Code,Day,total_vaccinations
Italy,ITA,2021-04-16,14977976
Italy,ITA,2021-04-17,15338421
Italy,ITA,2021-04-18,15581022
Italy,ITA,2021-04-19,15892404
Italy,ITA,2021-04-20,16226468
Italy,ITA,2021-04-21,16600180
Italy,ITA,2021-04-22,17000138
Italy,ITA,2021-04-23,17405754
Italy,ITA,2021-04-24,17793309
Italy,ITA,2021-04-25,18061464
Italy,ITA,2021-04-26,18406389
Italy,ITA,2021-04-27,18780494
Italy,ITA,2021-04-28,19190008
Italy,ITA,2021-04-29,19720591
Italy,ITA,2021-04-30,20249866
Italy,ITA,2021-05-01,20683743
Italy,ITA,2021-05-02,21054286
Italy,ITA,2021-05-03,21467495
Italy,ITA,2021-05-04,21920230
Italy,ITA,2021-05-05,22406508
Italy,ITA,2021-05-06,22927757
Italy,ITA,2021-05-07,23473074
Italy,ITA,2021-05-08,23987070
Italy,ITA,2021-05-09,24371028
Italy,ITA,2021-05-10,24812793
Italy,ITA,2021-05-11,25270629
Italy,ITA,2021-05-12,25755774
Italy,ITA,2021-05-13,26285489
Italy,ITA,2021-05-14,26840809
Italy,ITA,2021-05-15,27385999
Italy,ITA,2021-05-16,27796266
Italy,ITA,2021-05-17,28263980
Italy,ITA,2021-05-18,28733802
Italy,ITA,2021-05-19,29221430
Italy,ITA,2021-05-20,29775574
Italy,ITA,2021-05-21,30347212
Italy,ITA,2021-05-22,30868058
Italy,ITA,2021-05-23,31275883
Italy,ITA,2021-05-24,31740676
Italy,ITA,2021-05-25,32220560
Italy,ITA,2021-05-26,32748329
Italy,ITA,2021-05-27,33338968
Italy,ITA,2021-05-28,33933966
Italy,ITA,2021-05-29,34458940
Italy,ITA,2021-05-30,34861378
Italy,ITA,2021-05-31,35341429
Italy,ITA,2021-06-01,35810217
Italy,ITA,2021-06-02,36222353
Italy,ITA,2021-06-03,36819883
Italy,ITA,2021-06-04,37452698
Italy,ITA,2021-06-05,38071311
Italy,ITA,2021-06-06,38583733
Italy,ITA,2021-06-07,39155004
Italy,ITA,2021-06-08,39737357
Italy,ITA,2021-06-09,40331621
Italy,ITA,2021-06-10,40965430
Italy,ITA,2021-06-11,41588380
Italy,ITA,2021-06-12,42155048
Italy,ITA,2021-06-13,42590404
Italy,ITA,2021-06-14,43124030
Italy,ITA,2021-06-15,43660487
Italy,ITA,2021-06-16,44218277
Italy,ITA,2021-06-17,44823077
Italy,ITA,2021-06-18,45432527
Italy,ITA,2021-06-19,45991597
Italy,ITA,2021-06-20,46429254
Italy,ITA,2021-06-21,46987757
Italy,ITA,2021-06-22,47559356
Italy,ITA,2021-06-23,48127583
Italy,ITA,2021-06-24,48738865
Italy,ITA,2021-06-25,49356160
Italy,ITA,2021-06-26,49911211
Italy,ITA,2021-06-27,50342833
Italy,ITA,2021-06-28,50902172
Italy,ITA,2021-06-29,51465129
Italy,ITA,2021-06-30,52038241
Italy,ITA,2021-07-01,52606992
Italy,ITA,2021-07-02,53162197
Italy,ITA,2021-07-03,53689110
Italy,ITA,2021-07-04,54103420
Italy,ITA,2021-07-05,54643515
Italy,ITA,2021-07-06,55181755
Italy,ITA,2021-07-07,55729779
Italy,ITA,2021-07-08,56314989
Italy,ITA,2021-07-09,56913391
Italy,ITA,2021-07-10,57482122
Italy,ITA,2021-07-11,57893221
Italy,ITA,2021-07-12,58459931
Italy,ITA,2021-07-13,59031277
Italy,ITA,2021-07-14,59598289
Italy,ITA,2021-07-15,60212251
Italy,ITA,2021-07-16,60807701
Italy,ITA,2021-07-17,61345529
Italy,ITA,2021-07-18,61790009
Italy,ITA,2021-07-19,62364092
Italy,ITA,2021-07-20,62931338
Italy,ITA,2021-07-21,63512067
Italy,ITA,2021-07-22,64116136
Italy,ITA,2021-07-23,64703075
Italy,ITA,2021-07-24,65197561
Italy,ITA,2021-07-25,65560315
Italy,ITA,2021-07-26,66124746
Italy,ITA,2021-07-27,66697404
Italy,ITA,2021-07-28,67235423
Italy,ITA,2021-07-29,67774313
Italy,ITA,2021-07-30,68288816
Italy,ITA,2021-07-31,68720518
Italy,ITA,2021-08-01,69014791
Italy,ITA,2021-08-02,69490608
Italy,ITA,2021-08-03,69957665
Italy,ITA,2021-08-04,70433274
Italy,ITA,2021-08-05,70893327
Italy,ITA,2021-08-06,71330865
Italy,ITA,2021-08-07,71674767
Italy,ITA,2021-08-08,71933623
Italy,ITA,2021-08-09,72339733
Italy,ITA,2021-08-10,72715324
Italy,ITA,2021-08-11,73072295
Italy,ITA,2021-08-12,73409370
Italy,ITA,2021-08-13,73704719
Italy,ITA,2021-08-14,73832766
Italy,ITA,2021-08-15,73885366
Italy,ITA,2021-08-16,74119397
Italy,ITA,2021-08-17,74368715
Italy,ITA,2021-08-18,74626826
Italy,ITA,2021-08-19,74867726
Italy,ITA,2021-08-20,75096692
Italy,ITA,2021-08-21,75252132
Italy,ITA,2021-08-22,75364674
Italy,ITA,2021-08-23,75673520
Italy,ITA,2021-08-24,75952405
Italy,ITA,2021-08-25,76244452
Italy,ITA,2021-08-26,76524326
Italy,ITA,2021-08-27,76812323
Italy,ITA,2021-08-28,77038043
Italy,ITA,2021-08-29,77197623
Italy,ITA,2021-08-30,77544223
Italy,ITA,2021-08-31,77840987
Jamaica,JAM,2021-03-09,0
Jamaica,JAM,2021-03-14,12099
Jamaica,JAM,2021-03-16,16096
Jamaica,JAM,2021-03-25,33000
Jamaica,JAM,2021-04-01,41901
Jamaica,JAM,2021-04-06,43944
Jamaica,JAM,2021-04-07,47728
Jamaica,JAM,2021-04-13,135473
Jamaica,JAM,2021-05-14,153146
Jamaica,JAM,2021-05-21,164703
Jamaica,JAM,2021-05-28,177883
Jamaica,JAM,2021-06-04,177889
Jamaica,JAM,2021-06-11,194315
Jamaica,JAM,2021-06-25,249983
Jamaica,JAM,2021-07-09,288320
Jamaica,JAM,2021-07-13,290382
Jamaica,JAM,2021-07-16,296243
Jamaica,JAM,2021-07-23,300902
Jamaica,JAM,2021-08-06,369960
Jamaica,JAM,2021-08-13,391076
Jamaica,JAM,2021-08-20,420627
Jamaica,JAM,2021-08-24,467658
Jamaica,JAM,2021-08-25,496976
Jamaica,JAM,2021-08-27,501676
Jamaica,JAM,2021-08-28,507469
Jamaica,JAM,2021-08-29,512469
Jamaica,JAM,2021-08-31,542888
Japan,JPN,2021-02-17,125
Japan,JPN,2021-02-18,611
Japan,JPN,2021-02-19,5039
Japan,JPN,2021-02-22,11934
Japan,JPN,2021-02-24,17888
Japan,JPN,2021-02-25,21896
Japan,JPN,2021-02-26,28530
Japan,JPN,2021-03-01,31785
Japan,JPN,2021-03-02,34772
Japan,JPN,2021-03-03,37303
Japan,JPN,2021-03-04,39174
Japan,JPN,2021-03-05,46469
Japan,JPN,2021-03-08,70796
Japan,JPN,2021-03-09,107558
Japan,JPN,2021-03-10,148950
Japan,JPN,2021-03-11,181184
Japan,JPN,2021-03-12,230542
Japan,JPN,2021-03-15,290275
Japan,JPN,2021-03-16,359191
Japan,JPN,2021-03-17,437485
Japan,JPN,2021-03-18,508702
Japan,JPN,2021-03-19,578835
Japan,JPN,2021-03-22,652698
Japan,JPN,2021-03-23,699126
Japan,JPN,2021-03-24,741180
Japan,JPN,2021-03-25,775122
Japan,JPN,2021-03-26,822869
Japan,JPN,2021-03-29,890662
Japan,JPN,2021-03-30,949731
Japan,JPN,2021-03-31,1002739
Japan,JPN,2021-04-01,1050112
Japan,JPN,2021-04-02,1096698
Japan,JPN,2021-04-05,1196884
Japan,JPN,2021-04-06,1288566
Japan,JPN,2021-04-07,1393108
Japan,JPN,2021-04-08,1487606
Japan,JPN,2021-04-09,1592517
Japan,JPN,2021-04-12,1694191
Japan,JPN,2021-04-13,1752419
Japan,JPN,2021-04-14,1808495
Japan,JPN,2021-04-15,1870352
Japan,JPN,2021-04-16,1951691
Japan,JPN,2021-04-17,1960253
Japan,JPN,2021-04-18,1968952
Japan,JPN,2021-04-19,2124028
Japan,JPN,2021-04-20,2305110
Japan,JPN,2021-04-21,2523714
Japan,JPN,2021-04-22,2738010
Japan,JPN,2021-04-23,2977156
Japan,JPN,2021-04-24,3017983
Japan,JPN,2021-04-25,3043542
Japan,JPN,2021-04-26,3372956
Japan,JPN,2021-04-27,3662687
Japan,JPN,2021-04-28,3995987
Japan,JPN,2021-04-29,4017511
Japan,JPN,2021-04-30,4365615
Japan,JPN,2021-05-01,4409136
Japan,JPN,2021-05-02,4434292
Japan,JPN,2021-05-03,4442528
Japan,JPN,2021-05-04,4451668
Japan,JPN,2021-05-05,4462316
Japan,JPN,2021-05-06,4848177
Japan,JPN,2021-05-07,5044329
Japan,JPN,2021-05-08,5112955
Japan,JPN,2021-05-09,5194727
Japan,JPN,2021-05-10,5548009
Japan,JPN,2021-05-11,5885055
Japan,JPN,2021-05-12,6273284
Japan,JPN,2021-05-13,6695597
Japan,JPN,2021-05-14,7116487
Japan,JPN,2021-05-15,7287316
Japan,JPN,2021-05-16,7495054
Japan,JPN,2021-05-17,8102078
Japan,JPN,2021-05-18,8664931
Japan,JPN,2021-05-19,9303184
Japan,JPN,2021-05-20,9835661
Japan,JPN,2021-05-21,10415253
Japan,JPN,2021-05-22,10741001
Japan,JPN,2021-05-23,11089889
Japan,JPN,2021-05-24,11871450
Japan,JPN,2021-05-25,12531129
Japan,JPN,2021-05-26,13251273
Japan,JPN,2021-05-27,13985282
Japan,JPN,2021-05-28,14714342
Japan,JPN,2021-05-29,15242208
Japan,JPN,2021-05-30,15766836
Japan,JPN,2021-05-31,16659793
Japan,JPN,2021-06-01,17562362
Japan,JPN,2021-06-02,18512075
Japan,JPN,2021-06-03,19447730
Japan,JPN,2021-06-04,20362711
Japan,JPN,2021-06-05,21096863
Japan,JPN,2021-06-06,21832635
Japan,JPN,2021-06-07,22907823
Japan,JPN,2021-06-08,23999647
Japan,JPN,2021-06-09,25132631
Japan,JPN,2021-06-10,26235470
Japan,JPN,2021-06-11,27321141
Japan,JPN,2021-06-12,28237727
Japan,JPN,2021-06-13,29141831
Japan,JPN,2021-06-14,30348520
Japan,JPN,2021-06-15,31564153
Japan,JPN,2021-06-16,32818067
Japan,JPN,2021-06-17,34079950
Japan,JPN,2021-06-18,35290486
Japan,JPN,2021-06-19,36367150
Japan,JPN,2021-06-20,37443027
Japan,JPN,2021-06-21,38770832
Japan,JPN,2021-06-22,40116564
Japan,JPN,2021-06-23,41499789
Japan,JPN,2021-06-24,42867414
Japan,JPN,2021-06-25,44228530
Japan,JPN,2021-06-26,45486390
Japan,JPN,2021-06-27,46733138
Japan,JPN,2021-06-28,48120033
Japan,JPN,2021-06-29,49541415
Japan,JPN,2021-06-30,50966868
Japan,JPN,2021-07-01,52163267
Japan,JPN,2021-07-02,53299105
Japan,JPN,2021-07-03,54635362
Japan,JPN,2021-07-04,55904245
Japan,JPN,2021-07-05,57346739
Japan,JPN,2021-07-06,58818757
Japan,JPN,2021-07-07,60282475
Japan,JPN,2021-07-08,61731836
Japan,JPN,2021-07-09,63170515
Japan,JPN,2021-07-10,64625489
Japan,JPN,2021-07-11,65890918
Japan,JPN,2021-07-12,67257547
Japan,JPN,2021-07-13,68620161
Japan,JPN,2021-07-14,69975928
Japan,JPN,2021-07-15,71291729
Japan,JPN,2021-07-16,72613263
Japan,JPN,2021-07-17,73941379
Japan,JPN,2021-07-18,75133810
Japan,JPN,2021-07-19,76159902
Japan,JPN,2021-07-20,77436900
Japan,JPN,2021-07-21,78686082
Japan,JPN,2021-07-22,79229831
Japan,JPN,2021-07-23,79637557
Japan,JPN,2021-07-24,80749912
Japan,JPN,2021-07-25,81785714
Japan,JPN,2021-07-26,82987824
Japan,JPN,2021-07-27,84218748
Japan,JPN,2021-07-28,85449382
Japan,JPN,2021-07-29,86641319
Japan,JPN,2021-07-30,87831284
Japan,JPN,2021-07-31,89081552
Japan,JPN,2021-08-01,90023640
Japan,JPN,2021-08-02,90880374
Japan,JPN,2021-08-03,91697753
Japan,JPN,2021-08-04,98284206
Japan,JPN,2021-08-05,99651092
Japan,JPN,2021-08-09,102913015
Japan,JPN,2021-08-10,105680550
Japan,JPN,2021-08-11,107081571
Japan,JPN,2021-08-12,108179498
Japan,JPN,2021-08-15,109911890
Japan,JPN,2021-08-16,111050989
Japan,JPN,2021-08-17,113351510
Japan,JPN,2021-08-18,114664353
Japan,JPN,2021-08-19,115739998
Japan,JPN,2021-08-22,118310106
Japan,JPN,2021-08-24,122223024
Japan,JPN,2021-08-26,124534483
Japan,JPN,2021-08-29,127420574
Japan,JPN,2021-08-30,128759863
Japan,JPN,2021-08-31,130900617
Jersey,JEY,2021-03-14,45758
Jersey,JEY,2021-03-21,52265
Jersey,JEY,2021-03-28,59132
Jersey,JEY,2021-04-04,67760
Jersey,JEY,2021-04-11,70859
Jersey,JEY,2021-04-18,77185
Jersey,JEY,2021-04-25,82738
Jersey,JEY,2021-05-02,88404
Jersey,JEY,2021-05-12,94574
Jersey,JEY,2021-05-16,97366
Jersey,JEY,2021-05-19,99736
Jersey,JEY,2021-05-23,103044
Jersey,JEY,2021-05-26,105714
Jersey,JEY,2021-05-30,108577
Jersey,JEY,2021-06-02,110975
Jersey,JEY,2021-06-06,113192
Jersey,JEY,2021-06-09,114615
Jersey,JEY,2021-06-13,116607
Jersey,JEY,2021-06-16,118216
Jersey,JEY,2021-06-20,119975
Jersey,JEY,2021-06-23,121209
Jersey,JEY,2021-06-27,122930
Jersey,JEY,2021-07-04,126554
Jersey,JEY,2021-07-07,128652
Jersey,JEY,2021-07-11,130793
Jersey,JEY,2021-07-14,132739
Jersey,JEY,2021-07-18,135379
Jersey,JEY,2021-07-21,137530
Jersey,JEY,2021-07-25,140245
Jersey,JEY,2021-07-28,142066
Jersey,JEY,2021-08-01,143244
Jersey,JEY,2021-08-04,144126
Jersey,JEY,2021-08-08,144896
Jersey,JEY,2021-08-11,145657
Jersey,JEY,2021-08-15,146439
Jersey,JEY,2021-08-18,146855
Jersey,JEY,2021-08-22,147643
Jordan,JOR,2021-01-12,0
Jordan,JOR,2021-01-23,30000
Jordan,JOR,2021-01-31,40000
Jordan,JOR,2021-02-22,80000
Jordan,JOR,2021-02-25,150000
Jordan,JOR,2021-03-15,204151
Jordan,JOR,2021-03-17,241868
Jordan,JOR,2021-03-21,272648
Jordan,JOR,2021-03-24,320140
Jordan,JOR,2021-03-30,409203
Jordan,JOR,2021-04-07,524533
Jordan,JOR,2021-04-14,665226
Jordan,JOR,2021-04-19,732052
Jordan,JOR,2021-04-29,919922
Jordan,JOR,2021-05-04,1091048
Jordan,JOR,2021-05-18,1419950
Jordan,JOR,2021-05-26,1750000
Jordan,JOR,2021-05-27,1879809
Jordan,JOR,2021-05-28,1904235
Jordan,JOR,2021-06-06,2307978
Jordan,JOR,2021-06-08,2487617
Jordan,JOR,2021-06-10,2515014
Jordan,JOR,2021-06-11,2515652
Jordan,JOR,2021-06-13,2601824
Jordan,JOR,2021-06-14,2681287
Jordan,JOR,2021-06-15,2751281
Jordan,JOR,2021-06-16,2818027
Jordan,JOR,2021-06-17,2891997
Jordan,JOR,2021-06-18,2893320
Jordan,JOR,2021-06-19,2914335
Jordan,JOR,2021-06-20,3099657
Jordan,JOR,2021-06-21,3197278
Jordan,JOR,2021-06-24,3341638
Jordan,JOR,2021-06-25,3378945
Jordan,JOR,2021-06-26,3440724
Jordan,JOR,2021-06-27,3522719
Jordan,JOR,2021-06-28,3617998
Jordan,JOR,2021-06-30,3907618
Jordan,JOR,2021-07-02,3916223
Jordan,JOR,2021-07-04,3995188
Jordan,JOR,2021-07-05,4053724
Jordan,JOR,2021-07-06,4116064
Jordan,JOR,2021-07-07,4180380
Jordan,JOR,2021-07-09,4244779
Jordan,JOR,2021-07-11,4312212
Jordan,JOR,2021-07-12,4366297
Jordan,JOR,2021-07-13,4407580
Jordan,JOR,2021-07-14,4453670
Jordan,JOR,2021-07-15,4524542
Jordan,JOR,2021-07-17,4574361
Jordan,JOR,2021-07-18,4641453
Jordan,JOR,2021-07-19,4644073
Jordan,JOR,2021-07-21,4644140
Jordan,JOR,2021-07-22,4668898
Jordan,JOR,2021-07-24,4748953
Jordan,JOR,2021-07-25,4848741
Jordan,JOR,2021-07-26,4945351
Jordan,JOR,2021-07-27,5028619
Jordan,JOR,2021-07-29,5155730
Jordan,JOR,2021-07-30,5173865
Jordan,JOR,2021-07-31,5214727
Jordan,JOR,2021-08-01,5265074
Jordan,JOR,2021-08-09,5620347
Jordan,JOR,2021-08-10,5621602
Jordan,JOR,2021-08-11,5684478
Jordan,JOR,2021-08-13,5692336
Jordan,JOR,2021-08-14,5741689
Jordan,JOR,2021-08-15,5791708
Jordan,JOR,2021-08-16,5845629
Jordan,JOR,2021-08-17,5897072
Jordan,JOR,2021-08-18,5953209
Jordan,JOR,2021-08-19,5999613
Jordan,JOR,2021-08-20,6007827
Jordan,JOR,2021-08-21,6043931
Jordan,JOR,2021-08-22,6098386
Jordan,JOR,2021-08-23,6135960
Jordan,JOR,2021-08-24,6185774
Jordan,JOR,2021-08-25,6223438
Jordan,JOR,2021-08-26,6259831
Jordan,JOR,2021-08-27,6266164
Jordan,JOR,2021-08-28,6291218
Jordan,JOR,2021-08-29,6371558
Jordan,JOR,2021-08-31,6406079
Kazakhstan,KAZ,2021-01-31,0
Kazakhstan,KAZ,2021-02-11,14000
Kazakhstan,KAZ,2021-02-24,22294
Kazakhstan,KAZ,2021-03-15,87902
Kazakhstan,KAZ,2021-03-18,109995
Kazakhstan,KAZ,2021-04-10,385281
Kazakhstan,KAZ,2021-04-12,443974
Kazakhstan,KAZ,2021-04-18,856906
Kazakhstan,KAZ,2021-04-21,893164
Kazakhstan,KAZ,2021-04-22,956101
Kazakhstan,KAZ,2021-04-24,1001805
Kazakhstan,KAZ,2021-04-27,1133982
Kazakhstan,KAZ,2021-04-28,1559836
Kazakhstan,KAZ,2021-05-04,1769678
Kazakhstan,KAZ,2021-05-05,2025911
Kazakhstan,KAZ,2021-05-07,2158924
Kazakhstan,KAZ,2021-05-11,2455655
Kazakhstan,KAZ,2021-05-14,2512860
Kazakhstan,KAZ,2021-05-15,2564012
Kazakhstan,KAZ,2021-05-16,2590798
Kazakhstan,KAZ,2021-05-17,2603997
Kazakhstan,KAZ,2021-05-18,2650169
Kazakhstan,KAZ,2021-05-19,2700694
Kazakhstan,KAZ,2021-05-20,2754555
Kazakhstan,KAZ,2021-05-21,2808926
Kazakhstan,KAZ,2021-05-22,2872258
Kazakhstan,KAZ,2021-05-23,2902678
Kazakhstan,KAZ,2021-05-24,2914650
Kazakhstan,KAZ,2021-05-25,2964855
Kazakhstan,KAZ,2021-05-26,3009654
Kazakhstan,KAZ,2021-05-27,3097941
Kazakhstan,KAZ,2021-05-29,3140963
Kazakhstan,KAZ,2021-05-31,3170032
Kazakhstan,KAZ,2021-06-01,3206473
Kazakhstan,KAZ,2021-06-02,3241998
Kazakhstan,KAZ,2021-06-03,3276918
Kazakhstan,KAZ,2021-06-04,3323620
Kazakhstan,KAZ,2021-06-05,3375005
Kazakhstan,KAZ,2021-06-06,3409522
Kazakhstan,KAZ,2021-06-07,3435240
Kazakhstan,KAZ,2021-06-08,3498939
Kazakhstan,KAZ,2021-06-09,3566878
Kazakhstan,KAZ,2021-06-10,3635425
Kazakhstan,KAZ,2021-06-11,3714092
Kazakhstan,KAZ,2021-06-12,3806686
Kazakhstan,KAZ,2021-06-13,3861948
Kazakhstan,KAZ,2021-06-14,3890186
Kazakhstan,KAZ,2021-06-15,3982697
Kazakhstan,KAZ,2021-06-16,4068193
Kazakhstan,KAZ,2021-06-17,4157358
Kazakhstan,KAZ,2021-06-18,4255193
Kazakhstan,KAZ,2021-06-19,4345853
Kazakhstan,KAZ,2021-06-20,4397655
Kazakhstan,KAZ,2021-06-21,4428255
Kazakhstan,KAZ,2021-06-22,4525197
Kazakhstan,KAZ,2021-06-23,4611224
Kazakhstan,KAZ,2021-06-24,4713807
Kazakhstan,KAZ,2021-06-25,4826715
Kazakhstan,KAZ,2021-06-26,4951029
Kazakhstan,KAZ,2021-06-27,5021117
Kazakhstan,KAZ,2021-06-28,5070217
Kazakhstan,KAZ,2021-06-29,5201167
Kazakhstan,KAZ,2021-06-30,5335768
Kazakhstan,KAZ,2021-07-01,5453306
Kazakhstan,KAZ,2021-07-02,5588733
Kazakhstan,KAZ,2021-07-03,5747548
Kazakhstan,KAZ,2021-07-04,5892097
Kazakhstan,KAZ,2021-07-05,5961831
Kazakhstan,KAZ,2021-07-06,6058585
Kazakhstan,KAZ,2021-07-07,6142705
Kazakhstan,KAZ,2021-07-08,6303889
Kazakhstan,KAZ,2021-07-09,6470158
Kazakhstan,KAZ,2021-07-10,6631615
Kazakhstan,KAZ,2021-07-11,6742275
Kazakhstan,KAZ,2021-07-12,6814950
Kazakhstan,KAZ,2021-07-13,6977194
Kazakhstan,KAZ,2021-07-14,7143683
Kazakhstan,KAZ,2021-07-15,7303180
Kazakhstan,KAZ,2021-07-17,7567360
Kazakhstan,KAZ,2021-07-18,7645097
Kazakhstan,KAZ,2021-07-19,7693534
Kazakhstan,KAZ,2021-07-20,7819581
Kazakhstan,KAZ,2021-07-21,7872926
Kazakhstan,KAZ,2021-07-22,8001622
Kazakhstan,KAZ,2021-07-23,8130877
Kazakhstan,KAZ,2021-07-24,8268903
Kazakhstan,KAZ,2021-07-25,8359068
Kazakhstan,KAZ,2021-07-26,8409760
Kazakhstan,KAZ,2021-07-27,8545226
Kazakhstan,KAZ,2021-07-28,8667367
Kazakhstan,KAZ,2021-07-29,8811134
Kazakhstan,KAZ,2021-07-30,8953785
Kazakhstan,KAZ,2021-07-31,9101581
Kazakhstan,KAZ,2021-08-01,9208838
Kazakhstan,KAZ,2021-08-02,9266699
Kazakhstan,KAZ,2021-08-03,9422035
Kazakhstan,KAZ,2021-08-04,9579252
Kazakhstan,KAZ,2021-08-05,9733159
Kazakhstan,KAZ,2021-08-06,9866185
Kazakhstan,KAZ,2021-08-07,10004227
Kazakhstan,KAZ,2021-08-08,10083693
Kazakhstan,KAZ,2021-08-09,10133567
Kazakhstan,KAZ,2021-08-10,10253180
Kazakhstan,KAZ,2021-08-11,10384678
Kazakhstan,KAZ,2021-08-12,10503374
Kazakhstan,KAZ,2021-08-13,10607929
Kazakhstan,KAZ,2021-08-14,10712219
Kazakhstan,KAZ,2021-08-15,10774674
Kazakhstan,KAZ,2021-08-16,10810765
Kazakhstan,KAZ,2021-08-17,10908584
Kazakhstan,KAZ,2021-08-18,11003032
Kazakhstan,KAZ,2021-08-19,11096951
Kazakhstan,KAZ,2021-08-20,11189420
Kazakhstan,KAZ,2021-08-21,11285628
Kazakhstan,KAZ,2021-08-22,11347235
Kazakhstan,KAZ,2021-08-23,11382327
Kazakhstan,KAZ,2021-08-24,11483650
Kazakhstan,KAZ,2021-08-25,11571835
Kazakhstan,KAZ,2021-08-26,11619575
Kazakhstan,KAZ,2021-08-27,11752505
Kazakhstan,KAZ,2021-08-28,11848609
Kazakhstan,KAZ,2021-08-29,11909481
Kazakhstan,KAZ,2021-08-30,11950047
Kazakhstan,KAZ,2021-08-31,11995502
Kenya,KEN,2021-03-04,0
Kenya,KEN,2021-03-10,4000
Kenya,KEN,2021-03-14,9144
Kenya,KEN,2021-03-17,20000
Kenya,KEN,2021-03-24,64100
Kenya,KEN,2021-03-26,90340
Kenya,KEN,2021-03-31,161771
Kenya,KEN,2021-04-03,196435
Kenya,KEN,2021-04-07,340121
Kenya,KEN,2021-04-08,422021
Kenya,KEN,2021-04-14,569244
Kenya,KEN,2021-04-16,651650
Kenya,KEN,2021-04-21,750471
Kenya,KEN,2021-04-28,853081
Kenya,KEN,2021-05-13,930460
Kenya,KEN,2021-05-14,933436
Kenya,KEN,2021-05-19,945597
Kenya,KEN,2021-05-20,948980
Kenya,KEN,2021-05-21,951026
Kenya,KEN,2021-05-23,953954
Kenya,KEN,2021-05-24,954515
Kenya,KEN,2021-05-25,957804
Kenya,KEN,2021-05-26,960379
Kenya,KEN,2021-05-27,963241
Kenya,KEN,2021-05-28,966433
Kenya,KEN,2021-05-29,968733
Kenya,KEN,2021-05-31,969692
Kenya,KEN,2021-06-02,971714
Kenya,KEN,2021-06-03,973987
Kenya,KEN,2021-06-04,976541
Kenya,KEN,2021-06-05,981887
Kenya,KEN,2021-06-06,983580
Kenya,KEN,2021-06-07,989029
Kenya,KEN,2021-06-08,1005509
Kenya,KEN,2021-06-09,1030445
Kenya,KEN,2021-06-10,1059117
Kenya,KEN,2021-06-11,1095122
Kenya,KEN,2021-06-13,1113158
Kenya,KEN,2021-06-14,1116021
Kenya,KEN,2021-06-15,1138748
Kenya,KEN,2021-06-16,1155745
Kenya,KEN,2021-06-17,1164161
Kenya,KEN,2021-06-18,1174071
Kenya,KEN,2021-06-19,1181588
Kenya,KEN,2021-06-20,1183376
Kenya,KEN,2021-06-21,1187663
Kenya,KEN,2021-06-22,1190889
Kenya,KEN,2021-06-23,1201325
Kenya,KEN,2021-06-24,1220151
Kenya,KEN,2021-06-26,1279023
Kenya,KEN,2021-06-27,1287776
Kenya,KEN,2021-06-28,1293004
Kenya,KEN,2021-06-29,1334749
Kenya,KEN,2021-06-30,1378585
Kenya,KEN,2021-07-01,1417100
Kenya,KEN,2021-07-02,1447648
Kenya,KEN,2021-07-03,1468908
Kenya,KEN,2021-07-04,1473869
Kenya,KEN,2021-07-05,1477916
Kenya,KEN,2021-07-06,1495120
Kenya,KEN,2021-07-07,1511693
Kenya,KEN,2021-07-08,1524444
Kenya,KEN,2021-07-09,1530551
Kenya,KEN,2021-07-11,1539087
Kenya,KEN,2021-07-12,1547092
Kenya,KEN,2021-07-13,1550389
Kenya,KEN,2021-07-14,1565344
Kenya,KEN,2021-07-15,1607982
Kenya,KEN,2021-07-17,1618356
Kenya,KEN,2021-07-18,1620465
Kenya,KEN,2021-07-20,1635441
Kenya,KEN,2021-07-21,1636475
Kenya,KEN,2021-07-22,1648869
Kenya,KEN,2021-07-23,1661560
Kenya,KEN,2021-07-24,1670941
Kenya,KEN,2021-07-25,1672687
Kenya,KEN,2021-07-26,1673272
Kenya,KEN,2021-07-27,1682899
Kenya,KEN,2021-07-28,1692793
Kenya,KEN,2021-07-29,1707734
Kenya,KEN,2021-07-30,1712550
Kenya,KEN,2021-08-01,1726193
Kenya,KEN,2021-08-02,1726937
Kenya,KEN,2021-08-03,1734013
Kenya,KEN,2021-08-04,1741581
Kenya,KEN,2021-08-05,1750260
Kenya,KEN,2021-08-06,1768519
Kenya,KEN,2021-08-07,1793520
Kenya,KEN,2021-08-09,1804375
Kenya,KEN,2021-08-10,1842342
Kenya,KEN,2021-08-11,1881988
Kenya,KEN,2021-08-12,1922085
Kenya,KEN,2021-08-13,1970174
Kenya,KEN,2021-08-14,2008548
Kenya,KEN,2021-08-15,2033277
Kenya,KEN,2021-08-16,2053717
Kenya,KEN,2021-08-18,2154825
Kenya,KEN,2021-08-19,2221704
Kenya,KEN,2021-08-20,2290801
Kenya,KEN,2021-08-21,2374197
Kenya,KEN,2021-08-22,2396064
Kenya,KEN,2021-08-23,2412209
Kenya,KEN,2021-08-24,2501198
Kenya,KEN,2021-08-25,2585664
Kenya,KEN,2021-08-26,2649820
Kenya,KEN,2021-08-27,2693039
Kenya,KEN,2021-08-28,2726932
Kenya,KEN,2021-08-29,2742199
Kenya,KEN,2021-08-30,2752266
Kiribati,KIR,2021-06-01,0
Kiribati,KIR,2021-08-09,13970
Kosovo,OWID_KOS,2021-03-28,0
Kosovo,OWID_KOS,2021-04-03,700
Kosovo,OWID_KOS,2021-04-04,2500
Kosovo,OWID_KOS,2021-04-14,10704
Kosovo,OWID_KOS,2021-04-18,16132
Kosovo,OWID_KOS,2021-04-23,22096
